,Location_code,All_location,Type_of_meat,Usage,Year,Unit,Magnitude,Value,Country,Continent,Economic_Area,Water_liters_for_meat_prod_per_kilos,Water_Liter,Production_value,Consumption_value,Human_consumption_per_capita_value
554179,WLD,WORLD,Sheepmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.71,Not a country,Not a continent,Not an Economic Area,10.412,17.80452,,,1.71
554180,WLD,WORLD,Sheepmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.741,Not a country,Not a continent,Not an Economic Area,10.412,18.127292000000004,,,1.741
554181,WLD,WORLD,Sheepmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.772,Not a country,Not a continent,Not an Economic Area,10.412,18.450064,,,1.772
554182,WLD,WORLD,Sheepmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.776,Not a country,Not a continent,Not an Economic Area,10.412,18.491712000000003,,,1.776
554183,WLD,WORLD,Sheepmeat,Human consumption per capita,2017,Kilograms per capita,Units,1.812,Not a country,Not a continent,Not an Economic Area,10.412,18.866544,,,1.812
554184,WLD,WORLD,Sheepmeat,Human consumption per capita,2018,Kilograms per capita,Units,1.82,Not a country,Not a continent,Not an Economic Area,10.412,18.949840000000002,,,1.82
554185,WLD,WORLD,Sheepmeat,Human consumption per capita,2019,Kilograms per capita,Units,1.831,Not a country,Not a continent,Not an Economic Area,10.412,19.064372000000002,,,1.831
554186,WLD,WORLD,Sheepmeat,Human consumption per capita,2020,Kilograms per capita,Units,1.821,Not a country,Not a continent,Not an Economic Area,10.412,18.960252,,,1.821
554187,WLD,WORLD,Sheepmeat,Human consumption per capita,2021,Kilograms per capita,Units,1.82,Not a country,Not a continent,Not an Economic Area,10.412,18.949840000000002,,,1.82
554188,WLD,WORLD,Sheepmeat,Human consumption per capita,2022,Kilograms per capita,Units,1.819,Not a country,Not a continent,Not an Economic Area,10.412,18.939428,,,1.819
555673,OCD,OCEANIA,Poultry meat,Consumption,1990,Tonnes,Hundreds,4966.070000000001,Not a country,Oceania,Not an Economic Area,4.325,,,4966.070000000001,
555674,OCD,OCEANIA,Poultry meat,Consumption,1991,Tonnes,Hundreds,5136.39,Not a country,Oceania,Not an Economic Area,4.325,,,5136.39,
555675,OCD,OCEANIA,Poultry meat,Consumption,1992,Tonnes,Hundreds,5245.96,Not a country,Oceania,Not an Economic Area,4.325,,,5245.96,
555676,OCD,OCEANIA,Poultry meat,Consumption,1993,Tonnes,Hundreds,5672.2699999999995,Not a country,Oceania,Not an Economic Area,4.325,,,5672.2699999999995,
555677,OCD,OCEANIA,Poultry meat,Consumption,1994,Tonnes,Hundreds,5935.47,Not a country,Oceania,Not an Economic Area,4.325,,,5935.47,
555678,OCD,OCEANIA,Poultry meat,Consumption,1995,Tonnes,Hundreds,6109.23,Not a country,Oceania,Not an Economic Area,4.325,,,6109.23,
555679,OCD,OCEANIA,Poultry meat,Consumption,1996,Tonnes,Hundreds,6232.23,Not a country,Oceania,Not an Economic Area,4.325,,,6232.23,
555680,OCD,OCEANIA,Poultry meat,Consumption,1997,Tonnes,Hundreds,6497.01,Not a country,Oceania,Not an Economic Area,4.325,,,6497.01,
555681,OCD,OCEANIA,Poultry meat,Consumption,1998,Tonnes,Hundreds,7038.5599999999995,Not a country,Oceania,Not an Economic Area,4.325,,,7038.5599999999995,
555682,OCD,OCEANIA,Poultry meat,Consumption,1999,Tonnes,Hundreds,7237.8099999999995,Not a country,Oceania,Not an Economic Area,4.325,,,7237.8099999999995,
555683,OCD,OCEANIA,Poultry meat,Consumption,2000,Tonnes,Hundreds,7752.08,Not a country,Oceania,Not an Economic Area,4.325,,,7752.08,
555684,OCD,OCEANIA,Poultry meat,Consumption,2001,Tonnes,Hundreds,7814.67,Not a country,Oceania,Not an Economic Area,4.325,,,7814.67,
555685,OCD,OCEANIA,Poultry meat,Consumption,2002,Tonnes,Hundreds,8734.41,Not a country,Oceania,Not an Economic Area,4.325,,,8734.41,
555686,OCD,OCEANIA,Poultry meat,Consumption,2003,Tonnes,Hundreds,8755.15,Not a country,Oceania,Not an Economic Area,4.325,,,8755.15,
555687,OCD,OCEANIA,Poultry meat,Consumption,2004,Tonnes,Hundreds,9258.23,Not a country,Oceania,Not an Economic Area,4.325,,,9258.23,
555688,OCD,OCEANIA,Poultry meat,Consumption,2005,Tonnes,Hundreds,9799.82,Not a country,Oceania,Not an Economic Area,4.325,,,9799.82,
555689,OCD,OCEANIA,Poultry meat,Consumption,2006,Tonnes,Hundreds,10135.63,Not a country,Oceania,Not an Economic Area,4.325,,,10135.63,
555690,OCD,OCEANIA,Poultry meat,Consumption,2007,Tonnes,Hundreds,10149.83,Not a country,Oceania,Not an Economic Area,4.325,,,10149.83,
555691,OCD,OCEANIA,Poultry meat,Consumption,2008,Tonnes,Hundreds,9965.15,Not a country,Oceania,Not an Economic Area,4.325,,,9965.15,
555692,OCD,OCEANIA,Poultry meat,Consumption,2009,Tonnes,Hundreds,10124.27,Not a country,Oceania,Not an Economic Area,4.325,,,10124.27,
555693,OCD,OCEANIA,Poultry meat,Consumption,2010,Tonnes,Hundreds,11431.46,Not a country,Oceania,Not an Economic Area,4.325,,,11431.46,
555694,OCD,OCEANIA,Poultry meat,Consumption,2011,Tonnes,Hundreds,12268.91,Not a country,Oceania,Not an Economic Area,4.325,,,12268.91,
555695,OCD,OCEANIA,Poultry meat,Consumption,2012,Tonnes,Hundreds,12946.6,Not a country,Oceania,Not an Economic Area,4.325,,,12946.6,
555696,OCD,OCEANIA,Poultry meat,Consumption,2013,Tonnes,Hundreds,13015.3,Not a country,Oceania,Not an Economic Area,4.325,,,13015.3,
555697,OCD,OCEANIA,Poultry meat,Consumption,2014,Tonnes,Hundreds,13552.13,Not a country,Oceania,Not an Economic Area,4.325,,,13552.13,
555698,OCD,OCEANIA,Poultry meat,Consumption,2015,Tonnes,Hundreds,14448.56,Not a country,Oceania,Not an Economic Area,4.325,,,14448.56,
555699,OCD,OCEANIA,Poultry meat,Consumption,2016,Tonnes,Hundreds,15060.01,Not a country,Oceania,Not an Economic Area,4.325,,,15060.01,
555700,OCD,OCEANIA,Poultry meat,Consumption,2017,Tonnes,Hundreds,14889.47,Not a country,Oceania,Not an Economic Area,4.325,,,14889.47,
555701,OCD,OCEANIA,Poultry meat,Consumption,2018,Tonnes,Hundreds,15556.46,Not a country,Oceania,Not an Economic Area,4.325,,,15556.46,
555702,OCD,OCEANIA,Poultry meat,Consumption,2019,Tonnes,Hundreds,15735.150000000001,Not a country,Oceania,Not an Economic Area,4.325,,,15735.150000000001,
555703,OCD,OCEANIA,Poultry meat,Consumption,2020,Tonnes,Hundreds,15864.7,Not a country,Oceania,Not an Economic Area,4.325,,,15864.7,
555704,OCD,OCEANIA,Poultry meat,Consumption,2021,Tonnes,Hundreds,16097.84,Not a country,Oceania,Not an Economic Area,4.325,,,16097.84,
555705,OCD,OCEANIA,Poultry meat,Consumption,2022,Tonnes,Hundreds,16493.08,Not a country,Oceania,Not an Economic Area,4.325,,,16493.08,
558994,EUR,EUROPE,Sheepmeat,Human consumption per capita,1990,Kilograms per capita,Units,2.38,Not a country,Europe,Not an Economic Area,10.412,24.78056,,,2.38
558995,EUR,EUROPE,Sheepmeat,Human consumption per capita,1991,Kilograms per capita,Units,2.314,Not a country,Europe,Not an Economic Area,10.412,24.093368,,,2.314
558996,EUR,EUROPE,Sheepmeat,Human consumption per capita,1992,Kilograms per capita,Units,2.499,Not a country,Europe,Not an Economic Area,10.412,26.019588000000002,,,2.499
558997,EUR,EUROPE,Sheepmeat,Human consumption per capita,1993,Kilograms per capita,Units,2.519,Not a country,Europe,Not an Economic Area,10.412,26.227828000000002,,,2.519
558998,EUR,EUROPE,Sheepmeat,Human consumption per capita,1994,Kilograms per capita,Units,2.415,Not a country,Europe,Not an Economic Area,10.412,25.144980000000004,,,2.415
558999,EUR,EUROPE,Sheepmeat,Human consumption per capita,1995,Kilograms per capita,Units,2.365,Not a country,Europe,Not an Economic Area,10.412,24.624380000000006,,,2.365
559000,EUR,EUROPE,Sheepmeat,Human consumption per capita,1996,Kilograms per capita,Units,2.296,Not a country,Europe,Not an Economic Area,10.412,23.905952,,,2.296
559001,EUR,EUROPE,Sheepmeat,Human consumption per capita,1997,Kilograms per capita,Units,2.173,Not a country,Europe,Not an Economic Area,10.412,22.625276000000003,,,2.173
559002,EUR,EUROPE,Sheepmeat,Human consumption per capita,1998,Kilograms per capita,Units,2.169,Not a country,Europe,Not an Economic Area,10.412,22.583628,,,2.169
559003,EUR,EUROPE,Sheepmeat,Human consumption per capita,1999,Kilograms per capita,Units,2.141,Not a country,Europe,Not an Economic Area,10.412,22.292092,,,2.141
559004,EUR,EUROPE,Sheepmeat,Human consumption per capita,2000,Kilograms per capita,Units,2.138,Not a country,Europe,Not an Economic Area,10.412,22.260856,,,2.138
559005,EUR,EUROPE,Sheepmeat,Human consumption per capita,2001,Kilograms per capita,Units,1.973,Not a country,Europe,Not an Economic Area,10.412,20.542876000000003,,,1.973
559006,EUR,EUROPE,Sheepmeat,Human consumption per capita,2002,Kilograms per capita,Units,1.988,Not a country,Europe,Not an Economic Area,10.412,20.699056000000002,,,1.988
559007,EUR,EUROPE,Sheepmeat,Human consumption per capita,2003,Kilograms per capita,Units,1.979,Not a country,Europe,Not an Economic Area,10.412,20.605348000000003,,,1.979
559008,EUR,EUROPE,Sheepmeat,Human consumption per capita,2004,Kilograms per capita,Units,1.997,Not a country,Europe,Not an Economic Area,10.412,20.792764000000002,,,1.997
559009,EUR,EUROPE,Sheepmeat,Human consumption per capita,2005,Kilograms per capita,Units,2.017,Not a country,Europe,Not an Economic Area,10.412,21.001004000000002,,,2.017
559010,EUR,EUROPE,Sheepmeat,Human consumption per capita,2006,Kilograms per capita,Units,2.006,Not a country,Europe,Not an Economic Area,10.412,20.886471999999998,,,2.006
559011,EUR,EUROPE,Sheepmeat,Human consumption per capita,2007,Kilograms per capita,Units,1.992,Not a country,Europe,Not an Economic Area,10.412,20.740704,,,1.992
559012,EUR,EUROPE,Sheepmeat,Human consumption per capita,2008,Kilograms per capita,Units,1.925,Not a country,Europe,Not an Economic Area,10.412,20.043100000000003,,,1.925
559013,EUR,EUROPE,Sheepmeat,Human consumption per capita,2009,Kilograms per capita,Units,1.831,Not a country,Europe,Not an Economic Area,10.412,19.064372000000002,,,1.831
559014,EUR,EUROPE,Sheepmeat,Human consumption per capita,2010,Kilograms per capita,Units,1.717,Not a country,Europe,Not an Economic Area,10.412,17.877404000000002,,,1.717
559015,EUR,EUROPE,Sheepmeat,Human consumption per capita,2011,Kilograms per capita,Units,1.7,Not a country,Europe,Not an Economic Area,10.412,17.700400000000002,,,1.7
559016,EUR,EUROPE,Sheepmeat,Human consumption per capita,2012,Kilograms per capita,Units,1.599,Not a country,Europe,Not an Economic Area,10.412,16.648788,,,1.599
559017,EUR,EUROPE,Sheepmeat,Human consumption per capita,2013,Kilograms per capita,Units,1.593,Not a country,Europe,Not an Economic Area,10.412,16.586316,,,1.593
559018,EUR,EUROPE,Sheepmeat,Human consumption per capita,2014,Kilograms per capita,Units,1.577,Not a country,Europe,Not an Economic Area,10.412,16.419724000000002,,,1.577
559019,EUR,EUROPE,Sheepmeat,Human consumption per capita,2015,Kilograms per capita,Units,1.622,Not a country,Europe,Not an Economic Area,10.412,16.888264000000003,,,1.622
559020,EUR,EUROPE,Sheepmeat,Human consumption per capita,2016,Kilograms per capita,Units,1.622,Not a country,Europe,Not an Economic Area,10.412,16.888264000000003,,,1.622
559021,EUR,EUROPE,Sheepmeat,Human consumption per capita,2017,Kilograms per capita,Units,1.576,Not a country,Europe,Not an Economic Area,10.412,16.409312000000003,,,1.576
559022,EUR,EUROPE,Sheepmeat,Human consumption per capita,2018,Kilograms per capita,Units,1.584,Not a country,Europe,Not an Economic Area,10.412,16.492608,,,1.584
559023,EUR,EUROPE,Sheepmeat,Human consumption per capita,2019,Kilograms per capita,Units,1.549,Not a country,Europe,Not an Economic Area,10.412,16.128188,,,1.549
559024,EUR,EUROPE,Sheepmeat,Human consumption per capita,2020,Kilograms per capita,Units,1.523,Not a country,Europe,Not an Economic Area,10.412,15.857476,,,1.523
559025,EUR,EUROPE,Sheepmeat,Human consumption per capita,2021,Kilograms per capita,Units,1.521,Not a country,Europe,Not an Economic Area,10.412,15.836652,,,1.521
559026,EUR,EUROPE,Sheepmeat,Human consumption per capita,2022,Kilograms per capita,Units,1.527,Not a country,Europe,Not an Economic Area,10.412,15.899124,,,1.527
561864,WLD,WORLD,Poultry meat,Production,1990,Tonnes,Hundreds,331219.24,Not a country,Not a continent,Not an Economic Area,4.325,,331219.24,,
561865,WLD,WORLD,Poultry meat,Production,1991,Tonnes,Hundreds,425436.97,Not a country,Not a continent,Not an Economic Area,4.325,,425436.97,,
561866,WLD,WORLD,Poultry meat,Production,1992,Tonnes,Hundreds,446928.11,Not a country,Not a continent,Not an Economic Area,4.325,,446928.11,,
561867,WLD,WORLD,Poultry meat,Production,1993,Tonnes,Hundreds,477352.69,Not a country,Not a continent,Not an Economic Area,4.325,,477352.69,,
561868,WLD,WORLD,Poultry meat,Production,1994,Tonnes,Hundreds,503837.5,Not a country,Not a continent,Not an Economic Area,4.325,,503837.5,,
561869,WLD,WORLD,Poultry meat,Production,1995,Tonnes,Hundreds,540659.06,Not a country,Not a continent,Not an Economic Area,4.325,,540659.06,,
561870,WLD,WORLD,Poultry meat,Production,1996,Tonnes,Hundreds,556905.48,Not a country,Not a continent,Not an Economic Area,4.325,,556905.48,,
561871,WLD,WORLD,Poultry meat,Production,1997,Tonnes,Hundreds,589932.27,Not a country,Not a continent,Not an Economic Area,4.325,,589932.27,,
561872,WLD,WORLD,Poultry meat,Production,1998,Tonnes,Hundreds,614461.98,Not a country,Not a continent,Not an Economic Area,4.325,,614461.98,,
561873,WLD,WORLD,Poultry meat,Production,1999,Tonnes,Hundreds,645367.53,Not a country,Not a continent,Not an Economic Area,4.325,,645367.53,,
561874,WLD,WORLD,Poultry meat,Production,2000,Tonnes,Hundreds,679841.79,Not a country,Not a continent,Not an Economic Area,4.325,,679841.79,,
561875,WLD,WORLD,Poultry meat,Production,2001,Tonnes,Hundreds,705081.3099999999,Not a country,Not a continent,Not an Economic Area,4.325,,705081.3099999999,,
561876,WLD,WORLD,Poultry meat,Production,2002,Tonnes,Hundreds,739751.18,Not a country,Not a continent,Not an Economic Area,4.325,,739751.18,,
561877,WLD,WORLD,Poultry meat,Production,2003,Tonnes,Hundreds,755433.48,Not a country,Not a continent,Not an Economic Area,4.325,,755433.48,,
561878,WLD,WORLD,Poultry meat,Production,2004,Tonnes,Hundreds,781116.77,Not a country,Not a continent,Not an Economic Area,4.325,,781116.77,,
561879,WLD,WORLD,Poultry meat,Production,2005,Tonnes,Hundreds,809265.95,Not a country,Not a continent,Not an Economic Area,4.325,,809265.95,,
561880,WLD,WORLD,Poultry meat,Production,2006,Tonnes,Hundreds,831813.58,Not a country,Not a continent,Not an Economic Area,4.325,,831813.58,,
561881,WLD,WORLD,Poultry meat,Production,2007,Tonnes,Hundreds,878178.86,Not a country,Not a continent,Not an Economic Area,4.325,,878178.86,,
561882,WLD,WORLD,Poultry meat,Production,2008,Tonnes,Hundreds,926728.03,Not a country,Not a continent,Not an Economic Area,4.325,,926728.03,,
561883,WLD,WORLD,Poultry meat,Production,2009,Tonnes,Hundreds,946174.9199999999,Not a country,Not a continent,Not an Economic Area,4.325,,946174.9199999999,,
561884,WLD,WORLD,Poultry meat,Production,2010,Tonnes,Hundreds,998044.84,Not a country,Not a continent,Not an Economic Area,4.325,,998044.84,,
561885,WLD,WORLD,Poultry meat,Production,2011,Tonnes,Hundreds,1037787.4199999999,Not a country,Not a continent,Not an Economic Area,4.325,,1037787.4199999999,,
561886,WLD,WORLD,Poultry meat,Production,2012,Tonnes,Hundreds,1068701.66,Not a country,Not a continent,Not an Economic Area,4.325,,1068701.66,,
561887,WLD,WORLD,Poultry meat,Production,2013,Tonnes,Hundreds,1081810.53,Not a country,Not a continent,Not an Economic Area,4.325,,1081810.53,,
561888,WLD,WORLD,Poultry meat,Production,2014,Tonnes,Hundreds,1111922.55,Not a country,Not a continent,Not an Economic Area,4.325,,1111922.55,,
561889,WLD,WORLD,Poultry meat,Production,2015,Tonnes,Hundreds,1159676.07,Not a country,Not a continent,Not an Economic Area,4.325,,1159676.07,,
561890,WLD,WORLD,Poultry meat,Production,2016,Tonnes,Hundreds,1189808.53,Not a country,Not a continent,Not an Economic Area,4.325,,1189808.53,,
561891,WLD,WORLD,Poultry meat,Production,2017,Tonnes,Hundreds,1225109.88,Not a country,Not a continent,Not an Economic Area,4.325,,1225109.88,,
561892,WLD,WORLD,Poultry meat,Production,2018,Tonnes,Hundreds,1263745.46,Not a country,Not a continent,Not an Economic Area,4.325,,1263745.46,,
561893,WLD,WORLD,Poultry meat,Production,2019,Tonnes,Hundreds,1319375.47,Not a country,Not a continent,Not an Economic Area,4.325,,1319375.47,,
561894,WLD,WORLD,Poultry meat,Production,2020,Tonnes,Hundreds,1335742.09,Not a country,Not a continent,Not an Economic Area,4.325,,1335742.09,,
561895,WLD,WORLD,Poultry meat,Production,2021,Tonnes,Hundreds,1350709.9100000001,Not a country,Not a continent,Not an Economic Area,4.325,,1350709.9100000001,,
561896,WLD,WORLD,Poultry meat,Production,2022,Tonnes,Hundreds,1372803.48,Not a country,Not a continent,Not an Economic Area,4.325,,1372803.48,,
562602,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1990,Tonnes,Hundreds,323843.29000000004,Not a country,Not a continent,Developed Countries,5.988,,,323843.29000000004,
562603,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1991,Tonnes,Hundreds,324320.18,Not a country,Not a continent,Developed Countries,5.988,,,324320.18,
562604,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1992,Tonnes,Hundreds,327313.73,Not a country,Not a continent,Developed Countries,5.988,,,327313.73,
562605,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1993,Tonnes,Hundreds,357077.14999999997,Not a country,Not a continent,Developed Countries,5.988,,,357077.14999999997,
562606,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1994,Tonnes,Hundreds,355447.69,Not a country,Not a continent,Developed Countries,5.988,,,355447.69,
562607,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1995,Tonnes,Hundreds,354337.91,Not a country,Not a continent,Developed Countries,5.988,,,354337.91,
562608,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1996,Tonnes,Hundreds,346753.75,Not a country,Not a continent,Developed Countries,5.988,,,346753.75,
562609,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1997,Tonnes,Hundreds,343203.53,Not a country,Not a continent,Developed Countries,5.988,,,343203.53,
562610,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1998,Tonnes,Hundreds,361927.83999999997,Not a country,Not a continent,Developed Countries,5.988,,,361927.83999999997,
562611,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,1999,Tonnes,Hundreds,365384.64,Not a country,Not a continent,Developed Countries,5.988,,,365384.64,
562612,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2000,Tonnes,Hundreds,363861.77,Not a country,Not a continent,Developed Countries,5.988,,,363861.77,
562613,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2001,Tonnes,Hundreds,368800.76,Not a country,Not a continent,Developed Countries,5.988,,,368800.76,
562614,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2002,Tonnes,Hundreds,380377.99,Not a country,Not a continent,Developed Countries,5.988,,,380377.99,
562615,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2003,Tonnes,Hundreds,380749.27,Not a country,Not a continent,Developed Countries,5.988,,,380749.27,
562616,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2004,Tonnes,Hundreds,376901.73000000004,Not a country,Not a continent,Developed Countries,5.988,,,376901.73000000004,
562617,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2005,Tonnes,Hundreds,375816.23,Not a country,Not a continent,Developed Countries,5.988,,,375816.23,
562618,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2006,Tonnes,Hundreds,377068.22,Not a country,Not a continent,Developed Countries,5.988,,,377068.22,
562619,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2007,Tonnes,Hundreds,393839.13,Not a country,Not a continent,Developed Countries,5.988,,,393839.13,
562620,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2008,Tonnes,Hundreds,389606.37,Not a country,Not a continent,Developed Countries,5.988,,,389606.37,
562621,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2009,Tonnes,Hundreds,385719.57,Not a country,Not a continent,Developed Countries,5.988,,,385719.57,
562622,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2010,Tonnes,Hundreds,388341.62,Not a country,Not a continent,Developed Countries,5.988,,,388341.62,
562623,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2011,Tonnes,Hundreds,387866.27,Not a country,Not a continent,Developed Countries,5.988,,,387866.27,
562624,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2012,Tonnes,Hundreds,388946.01,Not a country,Not a continent,Developed Countries,5.988,,,388946.01,
562625,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2013,Tonnes,Hundreds,389702.14999999997,Not a country,Not a continent,Developed Countries,5.988,,,389702.14999999997,
562626,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2014,Tonnes,Hundreds,389533.39999999997,Not a country,Not a continent,Developed Countries,5.988,,,389533.39999999997,
562627,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2015,Tonnes,Hundreds,401944.66000000003,Not a country,Not a continent,Developed Countries,5.988,,,401944.66000000003,
562628,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2016,Tonnes,Hundreds,404617.87,Not a country,Not a continent,Developed Countries,5.988,,,404617.87,
562629,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2017,Tonnes,Hundreds,408188.81999999995,Not a country,Not a continent,Developed Countries,5.988,,,408188.81999999995,
562630,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2018,Tonnes,Hundreds,412263.45,Not a country,Not a continent,Developed Countries,5.988,,,412263.45,
562631,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2019,Tonnes,Hundreds,411400.27,Not a country,Not a continent,Developed Countries,5.988,,,411400.27,
562632,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2020,Tonnes,Hundreds,409329.46,Not a country,Not a continent,Developed Countries,5.988,,,409329.46,
562633,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2021,Tonnes,Hundreds,412934.7,Not a country,Not a continent,Developed Countries,5.988,,,412934.7,
562634,DVD,DEVELOPED COUNTRIES,Pigmeat,Consumption,2022,Tonnes,Hundreds,414940.06,Not a country,Not a continent,Developed Countries,5.988,,,414940.06,
563422,TUR,Türkiye,Sheepmeat,Production,1990,Tonnes,Hundreds,4116.15,Türkiye,Not a continent,Not an Economic Area,10.412,,4116.15,,
563423,TUR,Türkiye,Sheepmeat,Production,1991,Tonnes,Hundreds,3996.94,Türkiye,Not a continent,Not an Economic Area,10.412,,3996.94,,
563424,TUR,Türkiye,Sheepmeat,Production,1992,Tonnes,Hundreds,3779.4900000000002,Türkiye,Not a continent,Not an Economic Area,10.412,,3779.4900000000002,,
563425,TUR,Türkiye,Sheepmeat,Production,1993,Tonnes,Hundreds,3825.7799999999997,Türkiye,Not a continent,Not an Economic Area,10.412,,3825.7799999999997,,
563426,TUR,Türkiye,Sheepmeat,Production,1994,Tonnes,Hundreds,3992.57,Türkiye,Not a continent,Not an Economic Area,10.412,,3992.57,,
563427,TUR,Türkiye,Sheepmeat,Production,1995,Tonnes,Hundreds,3831.8900000000003,Türkiye,Not a continent,Not an Economic Area,10.412,,3831.8900000000003,,
563428,TUR,Türkiye,Sheepmeat,Production,1996,Tonnes,Hundreds,3698.5,Türkiye,Not a continent,Not an Economic Area,10.412,,3698.5,,
563429,TUR,Türkiye,Sheepmeat,Production,1997,Tonnes,Hundreds,3817.1499999999996,Türkiye,Not a continent,Not an Economic Area,10.412,,3817.1499999999996,,
563430,TUR,Türkiye,Sheepmeat,Production,1998,Tonnes,Hundreds,3761.13,Türkiye,Not a continent,Not an Economic Area,10.412,,3761.13,,
563431,TUR,Türkiye,Sheepmeat,Production,1999,Tonnes,Hundreds,3687.89,Türkiye,Not a continent,Not an Economic Area,10.412,,3687.89,,
563432,TUR,Türkiye,Sheepmeat,Production,2000,Tonnes,Hundreds,3740.0299999999997,Türkiye,Not a continent,Not an Economic Area,10.412,,3740.0299999999997,,
563433,TUR,Türkiye,Sheepmeat,Production,2001,Tonnes,Hundreds,3585.4399999999996,Türkiye,Not a continent,Not an Economic Area,10.412,,3585.4399999999996,,
563434,TUR,Türkiye,Sheepmeat,Production,2002,Tonnes,Hundreds,3373.73,Türkiye,Not a continent,Not an Economic Area,10.412,,3373.73,,
563435,TUR,Türkiye,Sheepmeat,Production,2003,Tonnes,Hundreds,3124.88,Türkiye,Not a continent,Not an Economic Area,10.412,,3124.88,,
563436,TUR,Türkiye,Sheepmeat,Production,2004,Tonnes,Hundreds,3183.68,Türkiye,Not a continent,Not an Economic Area,10.412,,3183.68,,
563437,TUR,Türkiye,Sheepmeat,Production,2005,Tonnes,Hundreds,3153.2,Türkiye,Not a continent,Not an Economic Area,10.412,,3153.2,,
563438,TUR,Türkiye,Sheepmeat,Production,2006,Tonnes,Hundreds,3155.1499999999996,Türkiye,Not a continent,Not an Economic Area,10.412,,3155.1499999999996,,
563439,TUR,Türkiye,Sheepmeat,Production,2007,Tonnes,Hundreds,3230.0,Türkiye,Not a continent,Not an Economic Area,10.412,,3230.0,,
563440,TUR,Türkiye,Sheepmeat,Production,2008,Tonnes,Hundreds,3201.9799999999996,Türkiye,Not a continent,Not an Economic Area,10.412,,3201.9799999999996,,
563441,TUR,Türkiye,Sheepmeat,Production,2009,Tonnes,Hundreds,3002.91,Türkiye,Not a continent,Not an Economic Area,10.412,,3002.91,,
563442,TUR,Türkiye,Sheepmeat,Production,2010,Tonnes,Hundreds,2701.3999999999996,Türkiye,Not a continent,Not an Economic Area,10.412,,2701.3999999999996,,
563443,TUR,Türkiye,Sheepmeat,Production,2011,Tonnes,Hundreds,2714.3599999999997,Türkiye,Not a continent,Not an Economic Area,10.412,,2714.3599999999997,,
563444,TUR,Türkiye,Sheepmeat,Production,2012,Tonnes,Hundreds,3148.2799999999997,Türkiye,Not a continent,Not an Economic Area,10.412,,3148.2799999999997,,
563445,TUR,Türkiye,Sheepmeat,Production,2013,Tonnes,Hundreds,3489.62,Türkiye,Not a continent,Not an Economic Area,10.412,,3489.62,,
563446,TUR,Türkiye,Sheepmeat,Production,2014,Tonnes,Hundreds,3778.46,Türkiye,Not a continent,Not an Economic Area,10.412,,3778.46,,
563447,TUR,Türkiye,Sheepmeat,Production,2015,Tonnes,Hundreds,4041.03,Türkiye,Not a continent,Not an Economic Area,10.412,,4041.03,,
563448,TUR,Türkiye,Sheepmeat,Production,2016,Tonnes,Hundreds,4058.84,Türkiye,Not a continent,Not an Economic Area,10.412,,4058.84,,
563449,TUR,Türkiye,Sheepmeat,Production,2017,Tonnes,Hundreds,4003.94,Türkiye,Not a continent,Not an Economic Area,10.412,,4003.94,,
563450,TUR,Türkiye,Sheepmeat,Production,2018,Tonnes,Hundreds,4356.3099999999995,Türkiye,Not a continent,Not an Economic Area,10.412,,4356.3099999999995,,
